stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length,day,siptype,siplevel,sip_id,diptype,diplevel,dip_id
2017-11-14 08:36:56,2017-11-14 08:37:06,mysql,10.50.50.28,4443,10.64.105.170,2188,4388,4240,2017-11-14,development3,4,1265,0,0,0
2017-11-14 08:36:56,2017-11-14 08:37:06,mysql,10.50.50.28,4443,10.64.105.170,2188,6939,120007840,2017-11-14,development3,4,1265,0,0,0
2017-11-14 08:37:06,2017-11-14 08:37:16,mysql,10.50.50.28,4443,10.64.105.170,2188,150004725,9746,2017-11-14,development3,4,1265,0,0,0
2017-11-14 09:08:00,2017-11-14 09:08:10,postgresql,10.50.50.28,5432,10.64.105.170,2188,4137,5244,2017-11-14,development3,4,1265,0,0,0
2017-11-14 09:08:00,2017-11-14 09:08:10,postgresql,10.50.50.28,5432,10.64.105.170,2188,240003771,5122,2017-11-14,development3,4,1265,0,0,0
2017-11-14 09:35:40,2017-11-14 09:35:50,postgresql,10.50.50.28,5432,10.64.105.170,2188,240008454,366,2017-11-14,development3,4,1265,0,0,0
2017-11-14 09:35:50,2017-11-14 09:36:00,postgresql,10.50.50.28,5432,10.64.105.170,2188,5978,210002378,2017-11-14,development3,4,1265,0,0,0
2017-11-14 10:07:03,2017-11-14 10:07:06,http,10.50.50.28,443,10.64.105.170,2211,53936,1774362,2017-11-14,development3,4,1265,0,0,0
2017-11-14 10:07:09,2017-11-14 10:07:51,http,10.50.50.28,443,10.64.105.170,2217,17498,144363,2017-11-14,development3,4,1265,0,0,0
2017-11-14 10:42:58,2017-11-14 11:00:07,smtp,10.5.71.60,25,10.64.105.170,2232,185,235,2017-11-14,development3,4,1265,0,0,0
2017-11-14 10:59:33,2017-11-14 11:00:02,http,10.50.50.27,443,10.64.105.170,2495,33452,2484824,2017-11-14,development3,4,1265,0,0,0
2017-11-14 10:59:49,2017-11-14 11:00:43,http,10.50.50.27,443,10.64.105.170,2672,34542,1641344,2017-11-14,development3,4,1265,0,0,0
2017-11-14 10:59:49,2017-11-14 10:59:52,http,10.50.50.27,443,10.64.105.170,2570,18645,5349871,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:00:04,2017-11-14 11:00:33,http,10.50.50.27,443,10.64.105.170,2537,25930,638357,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:00:17,2017-11-14 11:00:54,http,10.50.50.27,443,10.64.105.170,2612,25541,3602689,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:01:23,2017-11-14 11:02:12,http,10.50.50.27,443,10.64.105.170,2611,27769,61257,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:01:40,2017-11-14 11:02:35,http,10.50.50.27,443,10.64.105.170,2600,1987,2065652,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:02:04,2017-11-14 11:02:46,http,10.50.50.27,443,10.64.105.170,2654,30946,11120,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:03:26,2017-11-14 11:03:34,http,10.50.50.27,443,10.64.105.170,2619,348,3500348,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:05:06,2017-11-14 11:05:17,http,10.50.50.27,443,10.64.105.170,2632,80366,78426,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:17:39,2017-11-14 11:17:49,ftp,10.50.50.26,21,10.64.105.170,2222,121,240007606,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:17:59,2017-11-14 11:18:09,ftp,10.50.50.26,21,10.64.105.170,2222,60002329,134,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:23:58,2017-11-14 11:24:08,sftp,10.50.50.26,22,10.64.105.170,2222,1962,7033,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:26:06,2017-11-14 11:26:52,http,10.50.50.26,443,10.64.105.170,2420,42,123137,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:26:20,2017-11-14 11:26:22,http,10.50.50.26,443,10.64.105.170,2436,11992,66599,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:27:03,2017-11-14 11:27:04,http,10.50.50.40,80,10.64.105.170,2319,3561,9033670,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:27:10,2017-11-14 11:27:16,http,10.50.50.26,443,10.64.105.170,2445,74,129217,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:27:20,2017-11-14 11:28:05,http,10.50.50.26,443,10.64.105.170,2443,12131,638022,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:27:33,2017-11-14 11:28:27,http,10.50.50.40,80,10.64.105.170,2322,1755,485878,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:27:53,2017-11-14 11:27:59,http,10.50.50.40,80,10.64.105.170,2374,38983,1441209,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:28:01,2017-11-14 11:28:34,http,10.50.50.26,443,10.64.105.170,2452,466,2160221,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:28:13,2017-11-14 11:28:24,http,10.50.50.40,80,10.64.105.170,2339,62136,44781,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:28:40,2017-11-14 11:29:38,http,10.50.50.40,80,10.64.105.170,2337,24219,3231096,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:29:54,2017-11-14 11:30:16,http,10.50.50.40,80,10.64.105.170,2342,11069,763391,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:30:21,2017-11-14 11:30:40,http,10.50.50.40,80,10.64.105.170,2360,46499,1432274,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:30:46,2017-11-14 11:30:52,http,10.50.50.40,80,10.64.105.170,2761,29296,1752813,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:31:07,2017-11-14 11:31:58,http,10.50.50.40,80,10.64.105.170,2837,50620,708222,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:31:40,2017-11-14 11:31:46,http,10.50.50.40,80,10.64.105.170,2771,742,7510131,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:32:28,2017-11-14 11:33:13,http,10.50.50.40,80,10.64.105.170,2790,3607,785774,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:32:28,2017-11-14 11:32:48,http,10.50.50.40,80,10.64.105.170,2792,47316,2441131,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:32:51,2017-11-14 11:33:15,http,10.50.50.40,80,10.64.105.170,2392,15981,29855,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:34:33,2017-11-14 11:34:34,http,10.50.50.40,80,10.64.105.170,2806,4597,825093,2017-11-14,development3,4,1265,0,0,0
2017-11-14 11:35:12,2017-11-14 11:35:53,http,10.50.50.40,80,10.64.105.170,2811,56482,3276,2017-11-14,development3,4,1265,0,0,0
