stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length,day,siptype,siplevel,sip_id,diptype,diplevel,dip_id
2017-11-10 10:10:49,2017-11-10 10:11:38,http,10.5.71.60,443,10.64.106.9,2200,25112,1131256,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:11:35,2017-11-10 10:11:42,http,10.5.71.60,443,10.64.106.9,2224,5942,982306,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:11:47,2017-11-10 10:12:22,http,10.5.71.60,443,10.64.106.9,2296,14365,1351026,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:11:47,2017-11-10 10:12:32,http,10.5.71.60,443,10.64.106.9,2285,256,5078626,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:12:26,2017-11-10 10:12:43,http,10.5.71.60,443,10.64.106.9,2252,59577,3370689,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:19:29,2017-11-10 10:20:03,http,10.5.71.60,443,10.64.106.9,2718,67749,506584,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:19:34,2017-11-10 10:19:37,http,10.5.71.60,443,10.64.106.9,2751,18477,342875,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:20:10,2017-11-10 10:20:44,http,10.5.71.60,443,10.64.106.9,2736,14219,296388,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:21:42,2017-11-10 10:21:46,http,10.5.71.60,443,10.64.106.9,2760,5042,2727170,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:29:57,2017-11-10 10:30:42,http,203.188.200.67,443,10.64.106.9,2402,69821,2457690,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:30:47,2017-11-10 10:31:04,http,203.188.200.67,443,10.64.106.9,2410,7141,21297,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:33:50,2017-11-10 10:34:08,http,10.5.71.60,443,10.64.106.9,2492,18645,242344,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:34:20,2017-11-10 10:35:06,http,10.5.71.60,443,10.64.106.9,2514,10231,4171887,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:34:21,2017-11-10 10:35:03,http,10.5.71.60,443,10.64.106.9,2511,41,550,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:47:39,2017-11-10 10:47:51,http,10.63.120.70,443,10.64.106.9,2318,11494,744261,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:47:46,2017-11-10 11:01:29,smtp,10.5.71.60,25,10.64.106.9,2226,169,204,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:48:03,2017-11-10 10:48:34,http,10.63.120.70,443,10.64.106.9,2348,19057,254620,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:48:12,2017-11-10 10:48:19,http,10.63.120.70,443,10.64.106.9,2350,22967,132755,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:51:20,2017-11-10 10:51:44,http,10.63.120.70,443,10.64.106.9,2834,21,1418870,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:52:02,2017-11-10 10:52:24,http,10.63.120.70,443,10.64.106.9,2841,159,4052651,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:52:12,2017-11-10 10:53:09,http,10.63.120.70,443,10.64.106.9,2844,9675,2927741,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:53:41,2017-11-10 10:54:04,http,10.63.120.70,443,10.64.106.9,2863,12699,3839168,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:54:24,2017-11-10 10:54:39,http,10.63.120.70,443,10.64.106.9,2877,8679,3198854,2017-11-10,HR,3,1184,0,0,0
2017-11-10 10:55:10,2017-11-10 10:55:43,http,10.63.120.70,443,10.64.106.9,2884,7858,4989642,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:00:10,2017-11-10 11:00:33,http,203.188.200.67,443,10.64.106.9,2782,2753,28,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:00:10,2017-11-10 11:00:59,http,203.188.200.67,443,10.64.106.9,2798,763,2150560,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:00:37,2017-11-10 11:01:16,http,203.188.200.67,443,10.64.106.9,2784,68,3057603,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:00:51,2017-11-10 11:00:56,http,203.188.200.67,443,10.64.106.9,2791,44,667594,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:01:55,2017-11-10 11:02:52,http,203.188.200.67,443,10.64.106.9,2794,3469,1244140,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:03:45,2017-11-10 11:04:41,http,203.188.200.67,443,10.64.106.9,2800,29839,1949538,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:19:38,2017-11-10 11:19:59,http,10.5.71.60,443,10.64.106.9,2531,22086,148623,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:19:53,2017-11-10 11:20:48,http,10.5.71.60,443,10.64.106.9,2536,41237,4074279,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:20:26,2017-11-10 11:20:32,http,10.5.71.60,443,10.64.106.9,2562,5821,2038423,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:20:37,2017-11-10 11:21:10,http,10.5.71.60,443,10.64.106.9,2547,4727,2153991,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:27:58,2017-11-10 11:28:10,http,10.5.71.60,443,10.64.106.9,2600,14045,542699,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:28:35,2017-11-10 11:29:08,http,10.5.71.60,443,10.64.106.9,2679,5202,1550713,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:28:54,2017-11-10 11:28:59,http,10.5.71.60,443,10.64.106.9,2602,12883,355811,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:29:13,2017-11-10 11:29:57,http,10.5.71.60,443,10.64.106.9,2630,35820,944831,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:30:10,2017-11-10 11:30:27,http,10.5.71.60,443,10.64.106.9,2714,379,1065247,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:31:12,2017-11-10 11:31:57,http,10.5.71.60,443,10.64.106.9,2709,39705,58684,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:31:57,2017-11-10 11:32:01,http,10.5.71.60,443,10.64.106.9,2712,20141,18493,2017-11-10,HR,3,1184,0,0,0
2017-11-10 11:43:00,2017-11-10 11:43:40,http,10.5.71.60,443,10.64.106.9,2367,381,682158,2017-11-10,HR,3,1184,0,0,0
2017-11-10 12:04:38,2017-11-10 12:19:36,smtp,10.5.71.60,25,10.64.106.9,2204,118,158,2017-11-10,HR,3,1184,0,0,0
2017-11-10 12:29:37,2017-11-10 12:30:37,http,10.5.71.60,443,10.64.106.9,2423,21236,158132,2017-11-10,HR,3,1184,0,0,0
2017-11-10 12:29:51,2017-11-10 12:30:34,http,10.5.71.60,443,10.64.106.9,2425,29595,573706,2017-11-10,HR,3,1184,0,0,0
2017-11-10 12:29:54,2017-11-10 12:30:33,http,10.5.71.60,443,10.64.106.9,2430,74741,158997,2017-11-10,HR,3,1184,0,0,0
2017-11-10 12:31:24,2017-11-10 12:32:12,http,10.5.71.60,443,10.64.106.9,2431,61591,332761,2017-11-10,HR,3,1184,0,0,0
2017-11-10 12:31:52,2017-11-10 12:32:03,http,10.5.71.60,443,10.64.106.9,2446,12947,224411,2017-11-10,HR,3,1184,0,0,0
2017-11-10 12:45:12,2017-11-10 12:45:47,http,10.63.120.70,443,10.64.106.9,2901,591,525617,2017-11-10,HR,3,1184,0,0,0
2017-11-10 12:45:12,2017-11-10 12:45:49,http,10.63.120.70,443,10.64.106.9,2916,6,2510807,2017-11-10,HR,3,1184,0,0,0
2017-11-10 12:45:47,2017-11-10 12:46:38,http,10.63.120.70,443,10.64.106.9,2987,1451,291092,2017-11-10,HR,3,1184,0,0,0
2017-11-10 12:46:55,2017-11-10 12:47:21,http,10.63.120.70,443,10.64.106.9,2958,3218,1015168,2017-11-10,HR,3,1184,0,0,0
2017-11-10 12:47:10,2017-11-10 12:47:41,http,10.63.120.70,443,10.64.106.9,2943,4224,4396294,2017-11-10,HR,3,1184,0,0,0
2017-11-10 12:48:23,2017-11-10 12:49:20,http,10.63.120.70,443,10.64.106.9,2999,701,9032,2017-11-10,HR,3,1184,0,0,0
2017-11-10 13:22:54,2017-11-10 13:23:49,http,10.63.120.70,443,10.64.106.9,3015,34393,1536974,2017-11-10,HR,3,1184,0,0,0
2017-11-10 13:23:02,2017-11-10 13:23:31,http,10.63.120.70,443,10.64.106.9,3038,12728,1024444,2017-11-10,HR,3,1184,0,0,0
2017-11-10 13:23:25,2017-11-10 13:23:38,http,10.63.120.70,443,10.64.106.9,3025,31706,2200231,2017-11-10,HR,3,1184,0,0,0
2017-11-10 13:24:21,2017-11-10 13:24:45,http,10.63.120.70,443,10.64.106.9,3047,1394,497044,2017-11-10,HR,3,1184,0,0,0
2017-11-10 13:24:23,2017-11-10 13:25:16,http,10.63.120.70,443,10.64.106.9,3043,791,2090315,2017-11-10,HR,3,1184,0,0,0
2017-11-10 13:24:54,2017-11-10 13:25:51,http,10.63.120.70,443,10.64.106.9,3090,38696,6832501,2017-11-10,HR,3,1184,0,0,0
2017-11-10 13:59:25,2017-11-10 13:59:52,http,10.5.71.60,443,10.64.106.9,3551,19086,995695,2017-11-10,HR,3,1184,0,0,0
2017-11-10 13:59:31,2017-11-10 13:59:42,http,10.5.71.60,443,10.64.106.9,3554,40787,136517,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:09:42,2017-11-10 14:09:46,http,110.75.138.10,8080,10.64.106.9,3616,729,4814596,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:10:01,2017-11-10 14:10:08,http,110.75.138.10,8080,10.64.106.9,3619,31153,3012,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:11:31,2017-11-10 14:12:03,http,110.75.138.10,8080,10.64.106.9,3626,186,2552110,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:11:49,2017-11-10 14:12:35,http,110.75.138.10,8080,10.64.106.9,3674,2059,345910,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:12:00,2017-11-10 14:12:06,http,110.75.138.10,8080,10.64.106.9,3655,40120,617534,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:12:03,2017-11-10 14:12:22,http,110.75.138.10,8080,10.64.106.9,3667,18645,381049,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:12:31,2017-11-10 14:13:06,http,110.75.138.10,8080,10.64.106.9,3629,4855,310485,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:13:16,2017-11-10 14:13:18,http,110.75.138.10,8080,10.64.106.9,3678,92,47270,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:17:11,2017-11-10 14:17:57,http,110.75.138.10,8080,10.64.106.9,3859,88794,1454592,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:18:04,2017-11-10 14:19:01,http,110.75.138.10,8080,10.64.106.9,3877,9456,144497,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:18:15,2017-11-10 14:18:42,http,110.75.138.10,8080,10.64.106.9,3886,578,2969728,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:44:49,2017-11-10 14:45:41,http,10.5.71.60,443,10.64.106.9,4586,67356,2475357,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:45:09,2017-11-10 14:45:15,http,10.5.71.60,443,10.64.106.9,4613,26938,83900,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:45:10,2017-11-10 14:45:44,http,10.5.71.60,443,10.64.106.9,4703,15813,188927,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:45:12,2017-11-10 14:45:53,http,10.5.71.60,443,10.64.106.9,4595,37117,201760,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:45:35,2017-11-10 14:46:16,http,10.5.71.60,443,10.64.106.9,4691,7392,306257,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:46:01,2017-11-10 14:46:13,http,10.5.71.60,443,10.64.106.9,4623,8486,2240988,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:47:34,2017-11-10 14:48:14,http,10.5.71.60,443,10.64.106.9,4660,6819,394028,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:49:40,2017-11-10 14:50:14,http,10.5.71.60,443,10.64.106.9,4667,17683,3506424,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:51:42,2017-11-10 14:51:50,http,10.5.71.60,443,10.64.106.9,5411,13324,8676,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:51:50,2017-11-10 14:52:06,http,10.5.71.60,443,10.64.106.9,5421,230,1873,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:52:06,2017-11-10 14:52:38,http,10.5.71.60,443,10.64.106.9,4705,2047,41886,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:52:20,2017-11-10 14:52:59,http,10.5.71.60,443,10.64.106.9,5423,28,5149327,2017-11-10,HR,3,1184,0,0,0
2017-11-10 14:52:40,2017-11-10 14:53:03,http,10.5.71.60,443,10.64.106.9,4708,1471,604522,2017-11-10,HR,3,1184,0,0,0
2017-11-10 15:01:31,2017-11-10 15:01:57,http,10.5.71.60,443,10.64.106.9,3169,3998,5097759,2017-11-10,HR,3,1184,0,0,0
