stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length,day,siptype,siplevel,sip_id,diptype,diplevel,dip_id
2017-11-27 02:00:00,2017-11-27 02:00:20,smtp,10.7.133.19,25,10.50.50.31,3535,6574,4561,2017-11-27,0,0,0,0,0,0
2017-11-27 02:00:13,2017-11-27 02:00:14,ssh,10.7.133.19,22,10.50.50.31,3535,7579,1294,2017-11-27,0,0,0,0,0,0
2017-11-27 02:00:17,2017-11-27 02:00:21,ssh,10.7.133.19,22,10.50.50.31,3535,7104,2342,2017-11-27,0,0,0,0,0,0
2017-11-27 02:00:22,2017-11-27 02:00:24,ssh,10.7.133.19,22,10.50.50.31,3535,6177,1465,2017-11-27,0,0,0,0,0,0
2017-11-27 08:43:26,2017-11-27 08:43:36,mysql,10.7.133.19,4443,10.64.105.197,2148,629,2077,2017-11-27,development3,3,1230,0,0,0
2017-11-27 08:43:26,2017-11-27 08:43:36,mysql,10.7.133.19,4443,10.64.105.197,2148,180004724,5617,2017-11-27,development3,3,1230,0,0,0
2017-11-27 08:43:36,2017-11-27 08:43:46,mysql,10.7.133.19,4443,10.64.105.197,2148,120006367,5920,2017-11-27,development3,3,1230,0,0,0
2017-11-27 08:43:46,2017-11-27 08:43:56,mysql,10.7.133.19,4443,10.64.105.197,2148,1567,30000192,2017-11-27,development3,3,1230,0,0,0
2017-11-27 09:37:15,2017-11-27 09:37:25,ssh,10.7.133.19,22,10.64.105.155,1647,3741,166,2017-11-27,development3,4,1129,0,0,0
2017-11-27 09:39:30,2017-11-27 09:39:40,mongodb,10.7.133.19,8005,10.64.105.157,2023,63,2234,2017-11-27,development3,4,1303,0,0,0
2017-11-27 09:39:30,2017-11-27 09:39:40,mongodb,10.7.133.19,8005,10.64.105.157,2023,30005020,3349,2017-11-27,development3,4,1303,0,0,0
2017-11-27 09:43:27,2017-11-27 09:43:37,postgresql,10.7.133.19,5432,10.64.105.50,1797,3511,7552,2017-11-27,development1,4,1409,0,0,0
2017-11-27 09:43:27,2017-11-27 09:43:37,postgresql,10.7.133.19,5432,10.64.105.50,1797,4669,240001177,2017-11-27,development1,4,1409,0,0,0
2017-11-27 09:43:37,2017-11-27 09:43:47,postgresql,10.7.133.19,5432,10.64.105.50,1797,240003594,1282,2017-11-27,development1,4,1409,0,0,0
2017-11-27 10:58:05,2017-11-27 10:58:52,http,10.7.133.19,80,10.64.106.20,2654,25133,1034541,2017-11-27,development3,4,1459,0,0,0
2017-11-27 11:06:47,2017-11-27 11:07:34,http,10.7.133.19,80,10.64.105.127,2570,24978,1187269,2017-11-27,development3,4,1221,0,0,0
2017-11-27 11:06:50,2017-11-27 11:07:32,http,10.7.133.19,80,10.64.105.127,2597,22056,921,2017-11-27,development3,4,1221,0,0,0
2017-11-27 11:07:25,2017-11-27 11:08:02,http,10.7.133.19,80,10.64.105.127,2592,58170,1049407,2017-11-27,development3,4,1221,0,0,0
2017-11-27 11:07:36,2017-11-27 11:07:42,http,10.7.133.19,80,10.64.105.127,2580,14426,1297305,2017-11-27,development3,4,1221,0,0,0
2017-11-27 11:08:44,2017-11-27 11:08:44,http,10.7.133.19,80,10.64.105.127,2595,38073,229817,2017-11-27,development3,4,1221,0,0,0
2017-11-27 11:09:25,2017-11-27 11:09:30,http,10.7.133.19,80,10.64.105.127,2596,29074,2194379,2017-11-27,development3,4,1221,0,0,0
2017-11-27 11:09:25,2017-11-27 11:10:13,http,10.7.133.19,80,10.64.105.127,2593,552,853092,2017-11-27,development3,4,1221,0,0,0
2017-11-27 11:10:13,2017-11-27 11:11:00,http,10.7.133.19,80,10.64.105.127,2598,718,13789,2017-11-27,development3,4,1221,0,0,0
2017-11-27 11:14:18,2017-11-27 11:14:36,http,10.7.133.19,80,10.64.105.54,1886,13195,1874651,2017-11-27,development3,4,1257,0,0,0
2017-11-27 11:14:25,2017-11-27 11:14:32,http,10.7.133.19,80,10.64.105.54,1940,1961,32776,2017-11-27,development3,4,1257,0,0,0
2017-11-27 11:14:43,2017-11-27 11:15:26,http,10.7.133.19,80,10.64.105.54,1911,27421,2992828,2017-11-27,development3,4,1257,0,0,0
2017-11-27 11:14:51,2017-11-27 11:15:08,http,10.7.133.19,80,10.64.105.54,1921,5081,288578,2017-11-27,development3,4,1257,0,0,0
2017-11-27 11:16:29,2017-11-27 11:17:22,http,10.7.133.19,80,10.64.105.54,1941,16392,7299404,2017-11-27,development3,4,1257,0,0,0
2017-11-27 11:16:46,2017-11-27 11:17:22,http,10.7.133.19,80,10.64.105.54,1957,72717,203878,2017-11-27,development3,4,1257,0,0,0
2017-11-27 11:17:11,2017-11-27 11:17:41,http,10.7.133.19,80,10.64.105.54,1929,8174,97839,2017-11-27,development3,4,1257,0,0,0
2017-11-27 11:19:24,2017-11-27 11:19:34,mongodb,10.7.133.19,8005,10.64.105.170,1633,3497,50,2017-11-27,development3,4,1265,0,0,0
2017-11-27 11:19:34,2017-11-27 11:19:44,mongodb,10.7.133.19,8005,10.64.105.170,1633,1209,60002097,2017-11-27,development3,4,1265,0,0,0
2017-11-27 11:19:44,2017-11-27 11:19:54,mongodb,10.7.133.19,8005,10.64.105.170,1633,7887,210002646,2017-11-27,development3,4,1265,0,0,0
2017-11-27 11:21:52,2017-11-27 11:22:02,postgresql,10.7.133.19,5432,10.64.105.147,1767,590,9683,2017-11-27,development3,4,1243,0,0,0
2017-11-27 11:21:52,2017-11-27 11:22:02,postgresql,10.7.133.19,5432,10.64.105.147,1767,3632,30002815,2017-11-27,development3,4,1243,0,0,0
2017-11-27 11:21:55,2017-11-27 11:22:19,http,10.7.133.19,80,10.64.105.127,3041,8445,1031958,2017-11-27,development3,4,1221,0,0,0
2017-11-27 11:22:02,2017-11-27 11:22:12,postgresql,10.7.133.19,5432,10.64.105.147,1767,7245,90007280,2017-11-27,development3,4,1243,0,0,0
2017-11-27 11:22:12,2017-11-27 11:22:22,postgresql,10.7.133.19,5432,10.64.105.147,1767,30004849,1628,2017-11-27,development3,4,1243,0,0,0
2017-11-27 11:22:27,2017-11-27 11:23:06,http,10.7.133.19,80,10.64.105.127,3060,552,25971,2017-11-27,development3,4,1221,0,0,0
2017-11-27 11:23:03,2017-11-27 11:23:39,http,10.7.133.19,80,10.64.105.127,3079,48565,1129390,2017-11-27,development3,4,1221,0,0,0
2017-11-27 11:23:21,2017-11-27 11:23:58,http,10.7.133.19,80,10.64.105.127,3061,1556,1612365,2017-11-27,development3,4,1221,0,0,0
2017-11-27 11:28:26,2017-11-27 11:28:36,ftp,10.7.133.19,21,10.64.105.51,2496,5207,240000446,2017-11-27,development1,4,1150,0,0,0
2017-11-27 11:28:26,2017-11-27 11:28:36,ftp,10.7.133.19,21,10.64.105.51,2496,945,8760,2017-11-27,development1,4,1150,0,0,0
2017-11-27 11:31:13,2017-11-27 11:31:23,tds,10.7.133.19,54238,10.64.105.146,2114,9007,240002849,2017-11-27,development1,3,1228,0,0,0
2017-11-27 11:31:13,2017-11-27 11:31:23,tds,10.7.133.19,54238,10.64.105.146,2114,3487,4314,2017-11-27,development1,3,1228,0,0,0
2017-11-27 11:37:29,2017-11-27 11:38:18,http,10.7.133.19,80,10.64.105.157,2705,20668,3520734,2017-11-27,development3,4,1303,0,0,0
2017-11-27 11:37:59,2017-11-27 11:38:33,http,10.7.133.19,80,10.64.105.157,2709,35873,422465,2017-11-27,development3,4,1303,0,0,0
2017-11-27 11:38:25,2017-11-27 11:39:12,http,10.7.133.19,80,10.64.105.157,2745,274,864003,2017-11-27,development3,4,1303,0,0,0
2017-11-27 11:38:33,2017-11-27 11:38:51,http,10.7.133.19,80,10.64.105.157,2712,60,664777,2017-11-27,development3,4,1303,0,0,0
2017-11-27 11:38:53,2017-11-27 11:39:03,sftp,10.7.133.19,22,10.64.106.22,1560,90004713,8496,2017-11-27,development1,4,1181,0,0,0
2017-11-27 11:38:56,2017-11-27 11:39:00,http,10.7.133.19,80,10.64.105.157,2735,12600,1383089,2017-11-27,development3,4,1303,0,0,0
2017-11-27 11:39:03,2017-11-27 11:39:13,sftp,10.7.133.19,22,10.64.106.22,1560,1865,30007747,2017-11-27,development1,4,1181,0,0,0
2017-11-27 11:39:22,2017-11-27 11:39:55,http,10.7.133.19,80,10.64.105.157,2728,12048,3111351,2017-11-27,development3,4,1303,0,0,0
2017-11-27 11:42:26,2017-11-27 11:42:36,ssh,10.7.133.19,22,10.64.105.155,1718,328,9216,2017-11-27,development3,4,1129,0,0,0
2017-11-27 11:42:36,2017-11-27 11:42:46,ssh,10.7.133.19,22,10.64.105.155,1718,90005033,1651,2017-11-27,development3,4,1129,0,0,0
2017-11-27 11:42:46,2017-11-27 11:42:56,ssh,10.7.133.19,22,10.64.105.155,1718,7686,150005832,2017-11-27,development3,4,1129,0,0,0
2017-11-27 11:43:12,2017-11-27 11:44:06,http,10.7.133.19,80,10.64.105.157,2750,34254,1142852,2017-11-27,development3,4,1303,0,0,0
2017-11-27 11:43:33,2017-11-27 11:43:43,mongodb,10.7.133.19,8005,10.64.105.18,2208,5568,90005287,2017-11-27,development3,4,1223,0,0,0
2017-11-27 11:51:31,2017-11-27 11:51:41,postgresql,10.7.133.19,5432,10.64.106.22,1560,6956,30000861,2017-11-27,development1,4,1181,0,0,0
2017-11-27 11:51:31,2017-11-27 11:51:41,postgresql,10.7.133.19,5432,10.64.106.22,1560,1829,3039,2017-11-27,development1,4,1181,0,0,0
2017-11-27 11:51:51,2017-11-27 11:52:01,postgresql,10.7.133.19,5432,10.64.105.221,1647,1863,6165,2017-11-27,development3,4,1471,0,0,0
2017-11-27 11:51:51,2017-11-27 11:52:01,postgresql,10.7.133.19,5432,10.64.105.221,1647,60003712,4376,2017-11-27,development3,4,1471,0,0,0
2017-11-27 11:52:11,2017-11-27 11:52:21,postgresql,10.7.133.19,5432,10.64.105.221,1647,953,90000759,2017-11-27,development3,4,1471,0,0,0
2017-11-27 11:52:24,2017-11-27 11:52:34,mysql,10.7.133.19,4443,10.64.105.18,2208,4724,6592,2017-11-27,development3,4,1223,0,0,0
2017-11-27 11:53:16,2017-11-27 11:53:26,ftp,10.7.133.19,21,10.64.105.147,1767,196,4617,2017-11-27,development3,4,1243,0,0,0
2017-11-27 11:53:36,2017-11-27 11:53:46,ftp,10.7.133.19,21,10.64.105.147,1767,6533,120003182,2017-11-27,development3,4,1243,0,0,0
2017-11-27 12:02:41,2017-11-27 12:02:51,ftp,10.7.133.19,21,10.64.105.18,2208,30007789,189,2017-11-27,development3,4,1223,0,0,0
2017-11-27 12:02:51,2017-11-27 12:03:01,ftp,10.7.133.19,21,10.64.105.18,2208,60009416,6868,2017-11-27,development3,4,1223,0,0,0
2017-11-27 12:07:00,2017-11-27 12:07:10,ssh,10.7.133.19,22,10.64.105.26,2485,3684,152,2017-11-27,development1,4,1135,0,0,0
2017-11-27 12:14:14,2017-11-27 12:14:19,http,10.7.133.19,80,10.64.105.127,2693,15304,3280610,2017-11-27,development3,4,1221,0,0,0
2017-11-27 12:14:24,2017-11-27 12:14:53,http,10.7.133.19,80,10.64.105.127,2755,10682,2922367,2017-11-27,development3,4,1221,0,0,0
2017-11-27 12:14:54,2017-11-27 12:15:32,http,10.7.133.19,80,10.64.105.127,2706,442,74604,2017-11-27,development3,4,1221,0,0,0
2017-11-27 12:15:06,2017-11-27 12:15:16,http,10.7.133.19,80,10.64.105.127,2711,40205,226201,2017-11-27,development3,4,1221,0,0,0
2017-11-27 12:16:06,2017-11-27 12:16:28,http,10.7.133.19,80,10.64.105.127,2720,12699,2579800,2017-11-27,development3,4,1221,0,0,0
2017-11-27 12:16:11,2017-11-27 12:16:39,http,10.7.133.19,80,10.64.105.127,2724,7093,1988234,2017-11-27,development3,4,1221,0,0,0
2017-11-27 12:16:14,2017-11-27 12:17:03,http,10.7.133.19,80,10.64.105.127,2753,97,207741,2017-11-27,development3,4,1221,0,0,0
2017-11-27 12:22:34,2017-11-27 12:22:44,ftp,10.7.133.19,21,10.64.105.219,1963,2274,2885,2017-11-27,development1,4,1376,0,0,0
