stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length,day,siptype,siplevel,sip_id,diptype,diplevel,dip_id
2017-11-03 08:59:42,2017-11-03 08:59:52,sftp,10.50.50.29,22,10.64.105.28,1520,1640,8537,2017-11-03,development3,4,1340,0,0,0
2017-11-03 09:23:57,2017-11-03 09:24:07,ftp,10.50.50.28,21,10.64.105.28,1520,328,188,2017-11-03,development3,4,1340,0,0,0
2017-11-03 09:47:24,2017-11-03 09:47:34,postgresql,10.7.133.15,5432,10.64.105.28,1520,1621,6759,2017-11-03,development3,4,1340,0,0,0
2017-11-03 09:47:24,2017-11-03 09:47:34,postgresql,10.7.133.15,5432,10.64.105.28,1520,120005194,4417,2017-11-03,development3,4,1340,0,0,0
2017-11-03 09:47:34,2017-11-03 09:47:44,postgresql,10.7.133.15,5432,10.64.105.28,1520,9540,120009926,2017-11-03,development3,4,1340,0,0,0
2017-11-03 10:34:31,2017-11-03 10:47:24,smtp,10.5.71.60,25,10.64.105.28,1524,125,129,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:04:24,2017-11-03 11:04:58,http,10.5.71.60,443,10.64.105.28,1914,9839,6479997,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:09:49,2017-11-03 11:10:14,http,10.5.71.60,443,10.64.105.28,1825,5859,369395,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:10:50,2017-11-03 11:11:00,ssh,10.7.133.15,22,10.64.105.28,1520,656,6295,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:27:48,2017-11-03 11:28:31,http,10.50.50.40,80,10.64.105.28,1697,15665,605676,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:28:29,2017-11-03 11:29:27,http,10.50.50.40,80,10.64.105.28,1706,152,21044,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:28:36,2017-11-03 11:29:03,http,10.50.50.40,80,10.64.105.28,1742,400,53376,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:28:58,2017-11-03 11:29:13,http,10.50.50.40,80,10.64.105.28,1708,20537,7989607,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:29:47,2017-11-03 11:30:23,http,10.50.50.40,80,10.64.105.28,1712,18215,38119,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:30:51,2017-11-03 11:31:05,http,10.50.50.40,80,10.64.105.28,1744,5742,1321200,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:31:41,2017-11-03 11:32:19,http,10.50.50.40,80,10.64.105.28,1753,4707,52576,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:36:08,2017-11-03 11:36:08,http,10.50.50.26,443,10.64.105.28,1536,2851,1355492,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:36:52,2017-11-03 11:37:22,http,10.50.50.26,443,10.64.105.28,1568,1773,1758760,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:37:07,2017-11-03 11:37:56,http,10.50.50.26,443,10.64.105.28,1542,3330,1090439,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:37:18,2017-11-03 11:37:30,http,10.50.50.26,443,10.64.105.28,1548,9818,555281,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:39:11,2017-11-03 11:40:10,http,10.50.50.26,443,10.64.105.28,1637,1695,1128660,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:39:27,2017-11-03 11:40:12,http,10.50.50.26,443,10.64.105.28,1594,15,459786,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:39:36,2017-11-03 11:40:20,http,10.50.50.26,443,10.64.105.28,1641,37409,75923,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:40:15,2017-11-03 11:41:02,http,10.50.50.26,443,10.64.105.28,1601,39326,143020,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:40:52,2017-11-03 11:41:47,http,10.50.50.26,443,10.64.105.28,1599,18029,4171643,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:41:36,2017-11-03 11:42:31,http,10.50.50.26,443,10.64.105.28,1644,8174,4541650,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:56:13,2017-11-03 12:07:03,smtp,10.5.71.60,25,10.64.105.28,1534,121,331,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:56:29,2017-11-03 11:56:39,postgresql,10.50.50.28,5432,10.64.105.28,1520,4478,3924,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:57:17,2017-11-03 11:57:38,http,124.172.144.37,8080,10.64.105.28,1983,30542,2280500,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:57:51,2017-11-03 11:58:43,http,124.172.144.37,8080,10.64.105.28,1988,2074,608383,2017-11-03,development3,4,1340,0,0,0
2017-11-03 11:58:12,2017-11-03 11:58:22,http,124.172.144.37,8080,10.64.105.28,1989,18388,2379,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:00:00,2017-11-03 12:00:31,http,116.251.204.42,443,10.64.105.28,1936,98,1597522,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:00:23,2017-11-03 12:00:24,http,116.251.204.42,443,10.64.105.28,1960,9,3171421,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:03:14,2017-11-03 12:03:24,ssh,10.50.50.40,22,10.64.105.28,1520,1570,3710,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:14:44,2017-11-03 12:15:36,http,10.5.71.60,443,10.64.105.28,1849,42,6982,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:14:56,2017-11-03 12:15:12,http,10.5.71.60,443,10.64.105.28,1877,65,873145,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:15:26,2017-11-03 12:15:46,http,10.5.71.60,443,10.64.105.28,1897,24627,120491,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:15:44,2017-11-03 12:16:06,http,10.5.71.60,443,10.64.105.28,1859,20047,4594853,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:16:39,2017-11-03 12:17:06,http,10.5.71.60,443,10.64.105.28,1871,938,758907,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:17:33,2017-11-03 12:18:30,http,10.5.71.60,443,10.64.105.28,1893,18872,26999,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:18:18,2017-11-03 12:18:28,ssh,10.50.50.29,22,10.64.105.28,1520,313,7144,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:20:28,2017-11-03 12:20:38,mysql,10.50.50.28,4443,10.64.105.28,1520,180008171,3926,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:22:40,2017-11-03 12:22:56,http,10.63.120.70,443,10.64.105.28,2036,5730,7259566,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:23:13,2017-11-03 12:23:24,http,10.63.120.70,443,10.64.105.28,2042,63,5331234,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:24:14,2017-11-03 12:24:44,http,10.63.120.70,443,10.64.105.28,2076,15289,853190,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:24:21,2017-11-03 12:24:49,http,10.63.120.70,443,10.64.105.28,2108,34810,638987,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:25:23,2017-11-03 12:25:37,http,10.63.120.70,443,10.64.105.28,2078,29292,802826,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:26:59,2017-11-03 12:27:25,http,10.63.120.70,443,10.64.105.28,2109,14928,446591,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:30:33,2017-11-03 12:31:23,http,10.50.50.29,443,10.64.105.28,2124,21505,797987,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:30:54,2017-11-03 12:31:04,http,10.50.50.29,443,10.64.105.28,2180,11608,8036806,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:31:13,2017-11-03 12:31:37,http,10.50.50.29,443,10.64.105.28,2170,33814,3384091,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:31:13,2017-11-03 12:31:31,http,10.50.50.29,443,10.64.105.28,2222,9407,594139,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:31:49,2017-11-03 12:32:16,http,10.50.50.29,443,10.64.105.28,2249,6692,56,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:32:23,2017-11-03 12:32:58,http,10.50.50.29,443,10.64.105.28,2209,7265,2318337,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:32:30,2017-11-03 12:33:14,http,10.50.50.29,443,10.64.105.28,2189,1325,31135,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:33:54,2017-11-03 12:34:22,http,10.50.50.29,443,10.64.105.28,2204,39309,4615,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:36:16,2017-11-03 12:37:10,http,10.50.50.29,443,10.64.105.28,2215,17480,3889945,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:36:23,2017-11-03 12:37:20,http,10.50.50.29,443,10.64.105.28,2221,10136,192413,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:51:50,2017-11-03 12:52:22,http,221.5.43.43,8080,10.64.105.28,2302,12889,797987,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:52:07,2017-11-03 12:52:42,http,221.5.43.43,8080,10.64.105.28,2343,482,1237009,2017-11-03,development3,4,1340,0,0,0
2017-11-03 12:52:34,2017-11-03 12:53:05,http,221.5.43.43,8080,10.64.105.28,2321,24243,84456,2017-11-03,development3,4,1340,0,0,0
2017-11-03 13:29:54,2017-11-03 13:30:38,http,10.5.71.60,443,10.64.105.28,2373,7947,422716,2017-11-03,development3,4,1340,0,0,0
2017-11-03 13:30:02,2017-11-03 13:30:43,http,10.5.71.60,443,10.64.105.28,2429,2978,301522,2017-11-03,development3,4,1340,0,0,0
2017-11-03 13:30:13,2017-11-03 13:30:46,http,10.5.71.60,443,10.64.105.28,2484,8774,15247,2017-11-03,development3,4,1340,0,0,0
2017-11-03 13:30:13,2017-11-03 13:30:31,http,10.5.71.60,443,10.64.105.28,2416,440,1655280,2017-11-03,development3,4,1340,0,0,0
2017-11-03 13:30:21,2017-11-03 13:30:36,http,10.5.71.60,443,10.64.105.28,2394,38672,951003,2017-11-03,development3,4,1340,0,0,0
2017-11-03 13:30:25,2017-11-03 13:31:18,http,10.5.71.60,443,10.64.105.28,2381,5547,1180265,2017-11-03,development3,4,1340,0,0,0
2017-11-03 13:30:41,2017-11-03 13:30:51,http,10.5.71.60,443,10.64.105.28,2518,4578,2898564,2017-11-03,development3,4,1340,0,0,0
2017-11-03 13:31:57,2017-11-03 13:32:43,http,10.5.71.60,443,10.64.105.28,2415,39258,80048,2017-11-03,development3,4,1340,0,0,0
2017-11-03 13:32:02,2017-11-03 13:32:34,http,10.5.71.60,443,10.64.105.28,2438,1128,4796898,2017-11-03,development3,4,1340,0,0,0
2017-11-03 13:32:43,2017-11-03 13:33:40,http,10.5.71.60,443,10.64.105.28,2444,578,7632,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:24:45,2017-11-03 14:24:55,http,10.50.50.29,443,10.64.105.28,2550,10078,4168,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:25:01,2017-11-03 14:25:35,http,10.50.50.29,443,10.64.105.28,2552,2948,3656037,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:26:13,2017-11-03 14:26:55,http,10.50.50.29,443,10.64.105.28,2598,45042,224276,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:26:15,2017-11-03 14:26:21,http,10.50.50.29,443,10.64.105.28,2558,14693,1194446,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:27:22,2017-11-03 14:27:28,http,10.50.50.29,443,10.64.105.28,2637,84,204118,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:27:51,2017-11-03 14:27:57,http,10.50.50.40,80,10.64.105.28,3731,19854,1158631,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:28:08,2017-11-03 14:28:45,http,10.50.50.29,443,10.64.105.28,2631,16256,606366,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:30:33,2017-11-03 14:30:43,http,10.50.50.29,443,10.64.105.28,2641,2521,409069,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:31:51,2017-11-03 14:32:01,mongodb,10.50.50.40,8005,10.64.105.28,2535,4805,3724,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:53:47,2017-11-03 14:53:57,ftp,10.50.50.26,21,10.64.105.28,2535,990,150005637,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:57:32,2017-11-03 14:58:10,http,221.5.43.43,8080,10.64.105.28,2665,57255,3619271,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:57:54,2017-11-03 14:57:56,http,221.5.43.43,8080,10.64.105.28,2705,4530,8915,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:58:19,2017-11-03 14:58:45,http,221.5.43.43,8080,10.64.105.28,2667,18551,4695900,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:58:28,2017-11-03 14:59:02,http,221.5.43.43,8080,10.64.105.28,2669,8391,278182,2017-11-03,development3,4,1340,0,0,0
2017-11-03 14:59:44,2017-11-03 15:00:09,http,221.5.43.43,8080,10.64.105.28,2672,9195,2008790,2017-11-03,development3,4,1340,0,0,0
2017-11-03 15:01:36,2017-11-03 15:02:24,http,116.251.204.42,443,10.64.105.28,2916,19682,11100,2017-11-03,development3,4,1340,0,0,0
2017-11-03 15:01:46,2017-11-03 15:02:23,http,116.251.204.42,443,10.64.105.28,2942,18788,6244008,2017-11-03,development3,4,1340,0,0,0
2017-11-03 15:02:35,2017-11-03 15:03:17,http,116.251.204.42,443,10.64.105.28,2919,3350,2710380,2017-11-03,development3,4,1340,0,0,0
2017-11-03 15:35:11,2017-11-03 15:35:12,http,116.251.204.42,443,10.64.105.28,2976,4151,66868,2017-11-03,development3,4,1340,0,0,0
2017-11-03 15:35:31,2017-11-03 15:36:18,http,116.251.204.42,443,10.64.105.28,2979,10211,1721364,2017-11-03,development3,4,1340,0,0,0
2017-11-03 15:36:13,2017-11-03 15:36:26,http,116.251.204.42,443,10.64.105.28,2980,28211,1044214,2017-11-03,development3,4,1340,0,0,0
2017-11-03 15:40:05,2017-11-03 15:40:34,http,10.5.71.60,443,10.64.105.28,3888,8269,2850548,2017-11-03,development3,4,1340,0,0,0
2017-11-03 15:40:39,2017-11-03 15:40:42,http,10.5.71.60,443,10.64.105.28,3890,83253,2682489,2017-11-03,development3,4,1340,0,0,0
2017-11-03 15:41:30,2017-11-03 15:42:10,http,10.5.71.60,443,10.64.105.28,3896,70792,701407,2017-11-03,development3,4,1340,0,0,0
2017-11-03 15:42:38,2017-11-03 15:43:34,http,10.5.71.60,443,10.64.105.28,3912,36281,53013,2017-11-03,development3,4,1340,0,0,0
2017-11-03 15:43:49,2017-11-03 15:44:38,http,10.5.71.60,443,10.64.105.28,3916,37034,4415676,2017-11-03,development3,4,1340,0,0,0
2017-11-03 15:44:14,2017-11-03 15:44:21,http,10.5.71.60,443,10.64.105.28,3953,31355,928147,2017-11-03,development3,4,1340,0,0,0
2017-11-03 15:44:45,2017-11-03 15:45:23,http,10.5.71.60,443,10.64.105.28,3944,25497,1155798,2017-11-03,development3,4,1340,0,0,0
2017-11-03 16:14:33,2017-11-03 16:15:32,http,10.50.50.28,443,10.64.105.28,2863,7915,28019,2017-11-03,development3,4,1340,0,0,0
2017-11-03 16:15:18,2017-11-03 16:16:06,http,10.50.50.28,443,10.64.105.28,2866,28417,5149306,2017-11-03,development3,4,1340,0,0,0
