stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length,day,siptype,siplevel,sip_id,diptype,diplevel,dip_id
2017-11-24 09:41:46,2017-11-24 09:41:56,ftp,10.50.50.33,21,10.64.105.102,2073,1881,7308,2017-11-24,development1,3,1101,0,0,0
2017-11-24 10:13:50,2017-11-24 10:14:01,http,10.50.50.26,443,10.64.105.102,2078,35073,1383225,2017-11-24,development1,3,1101,0,0,0
2017-11-24 10:14:10,2017-11-24 10:14:16,http,10.50.50.26,443,10.64.105.102,2079,11180,205615,2017-11-24,development1,3,1101,0,0,0
2017-11-24 10:14:55,2017-11-24 10:15:54,http,10.50.50.26,443,10.64.105.102,2122,9279,1993507,2017-11-24,development1,3,1101,0,0,0
2017-11-24 10:15:10,2017-11-24 10:15:41,http,10.50.50.26,443,10.64.105.102,2101,1905,2665304,2017-11-24,development1,3,1101,0,0,0
2017-11-24 10:16:02,2017-11-24 10:16:42,http,10.50.50.26,443,10.64.105.102,2135,3139,1122359,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:02:43,2017-11-24 11:03:17,http,52.85.193.36,80,10.64.105.102,2505,11492,251575,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:03:22,2017-11-24 11:03:54,http,52.85.193.36,80,10.64.105.102,2508,9338,7258064,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:06:00,2017-11-24 11:06:52,http,185.165.185.104,443,10.64.105.102,2648,9850,60462,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:06:06,2017-11-24 11:06:49,http,185.165.185.104,443,10.64.105.102,2654,8706,381442,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:06:42,2017-11-24 11:06:58,http,185.165.185.104,443,10.64.105.102,2664,815,3665,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:07:19,2017-11-24 11:08:10,http,185.165.185.104,443,10.64.105.102,2687,4094,242315,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:08:25,2017-11-24 11:08:35,mysql,10.50.50.42,4443,10.64.105.102,2136,1943,3548,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:08:45,2017-11-24 11:09:39,http,185.165.185.104,443,10.64.105.102,2704,23244,3955854,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:09:28,2017-11-24 11:09:43,http,185.165.185.104,443,10.64.105.102,2741,6126,399881,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:09:37,2017-11-24 11:10:23,http,185.165.185.104,443,10.64.105.102,2700,16146,3393949,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:09:57,2017-11-24 11:10:32,http,185.165.185.104,443,10.64.105.102,2710,39309,2766336,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:12:25,2017-11-24 11:12:47,http,185.165.185.104,443,10.64.105.102,2725,703,2412648,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:13:11,2017-11-24 11:13:44,http,10.5.71.60,443,10.64.105.102,2611,202,895341,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:31:15,2017-11-24 11:32:10,http,10.50.50.42,80,10.64.105.102,2775,50688,239962,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:31:17,2017-11-24 11:31:52,http,10.50.50.42,80,10.64.105.102,2790,42,3493,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:31:26,2017-11-24 11:32:19,http,10.50.50.28,443,10.64.105.102,2931,425,4087688,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:31:29,2017-11-24 11:31:51,http,10.50.50.28,443,10.64.105.102,3007,1859,27609,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:31:31,2017-11-24 11:31:58,http,10.50.50.42,80,10.64.105.102,2819,3658,54895,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:31:42,2017-11-24 11:32:05,http,10.50.50.28,443,10.64.105.102,2975,28316,3584871,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:31:53,2017-11-24 11:32:17,http,10.50.50.28,443,10.64.105.102,2948,852,5699480,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:32:08,2017-11-24 11:32:13,http,10.50.50.42,80,10.64.105.102,2836,6499,242236,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:32:12,2017-11-24 11:32:25,http,10.50.50.42,80,10.64.105.102,2833,38582,83368,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:32:26,2017-11-24 11:32:58,http,10.50.50.28,443,10.64.105.102,3025,10531,269132,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:32:38,2017-11-24 11:33:36,http,10.50.50.28,443,10.64.105.102,2972,77192,1856698,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:32:45,2017-11-24 11:32:50,http,10.50.50.28,443,10.64.105.102,2965,45201,442575,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:33:58,2017-11-24 11:34:08,tds,10.50.50.26,54238,10.64.105.102,2136,3351,5003,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:34:11,2017-11-24 11:34:44,http,10.50.50.28,443,10.64.105.102,3052,60650,1474320,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:34:13,2017-11-24 11:35:10,http,10.50.50.28,443,10.64.105.102,2968,137,8018161,2017-11-24,development1,3,1101,0,0,0
2017-11-24 11:34:22,2017-11-24 11:34:34,http,10.50.50.28,443,10.64.105.102,2980,32757,4448219,2017-11-24,development1,3,1101,0,0,0
