stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length,day,siptype,siplevel,sip_id,diptype,diplevel,dip_id
2017-11-01 09:45:12,2017-11-01 09:45:22,sftp,10.50.50.28,22,10.64.105.102,1850,2566,144,2017-11-01,development1,3,1101,0,0,0
2017-11-01 10:08:43,2017-11-01 10:08:56,http,10.50.50.42,80,10.64.105.102,1860,270,1721488,2017-11-01,development1,3,1101,0,0,0
2017-11-01 10:09:27,2017-11-01 10:09:49,http,10.50.50.42,80,10.64.105.102,1901,48854,939394,2017-11-01,development1,3,1101,0,0,0
2017-11-01 10:09:33,2017-11-01 10:10:10,http,10.50.50.42,80,10.64.105.102,1891,84611,377887,2017-11-01,development1,3,1101,0,0,0
2017-11-01 10:09:53,2017-11-01 10:10:32,http,10.50.50.42,80,10.64.105.102,1935,1113,246764,2017-11-01,development1,3,1101,0,0,0
2017-11-01 10:11:38,2017-11-01 10:12:09,http,10.50.50.42,80,10.64.105.102,1928,10939,141605,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:16:19,2017-11-01 11:16:50,http,10.50.50.26,443,10.64.105.102,2346,46980,796248,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:16:20,2017-11-01 11:16:38,http,10.50.50.26,443,10.64.105.102,2386,3073,1193832,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:16:35,2017-11-01 11:16:47,http,10.50.50.26,443,10.64.105.102,2408,1464,109814,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:16:36,2017-11-01 11:17:18,http,10.50.50.26,443,10.64.105.102,2353,24046,1607627,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:16:46,2017-11-01 11:16:50,http,10.50.50.26,443,10.64.105.102,2438,1412,2620179,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:17:33,2017-11-01 11:18:16,http,10.50.50.26,443,10.64.105.102,2397,5446,161216,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:18:12,2017-11-01 11:18:30,http,10.50.50.26,443,10.64.105.102,2448,3093,1852321,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:18:22,2017-11-01 11:18:44,http,10.50.50.26,443,10.64.105.102,2488,3755,5075714,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:22:37,2017-11-01 11:22:55,http,10.50.50.26,443,10.64.105.102,2503,20233,36083,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:34:36,2017-11-01 11:34:57,http,10.5.71.60,443,10.64.105.102,2110,7652,3578675,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:35:06,2017-11-01 11:35:20,http,10.5.71.60,443,10.64.105.102,2166,33656,6,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:35:07,2017-11-01 11:35:58,http,10.5.71.60,443,10.64.105.102,2138,46767,2942686,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:35:24,2017-11-01 11:35:28,http,10.50.50.27,443,10.64.105.102,2195,1268,2038,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:35:27,2017-11-01 11:35:58,http,10.5.71.60,443,10.64.105.102,2144,21086,1583752,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:35:35,2017-11-01 11:35:41,http,10.50.50.27,443,10.64.105.102,2197,10924,1150239,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:35:49,2017-11-01 11:36:17,http,10.5.71.60,443,10.64.105.102,2162,12065,1516636,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:37:03,2017-11-01 11:37:56,http,10.5.71.60,443,10.64.105.102,2151,8981,741769,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:39:13,2017-11-01 11:39:21,http,10.5.71.60,443,10.64.105.102,2170,14834,1250829,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:47:42,2017-11-01 11:48:08,http,10.63.120.70,443,10.64.105.102,1987,11275,1441409,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:48:36,2017-11-01 11:48:37,http,10.63.120.70,443,10.64.105.102,1992,1490,298242,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:49:32,2017-11-01 11:49:35,http,10.63.120.70,443,10.64.105.102,2005,11995,1971665,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:49:35,2017-11-01 11:50:15,http,10.63.120.70,443,10.64.105.102,2032,9056,2243493,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:49:54,2017-11-01 11:50:21,http,10.63.120.70,443,10.64.105.102,2014,68,37046,2017-11-01,development1,3,1101,0,0,0
2017-11-01 11:51:39,2017-11-01 11:51:55,http,10.63.120.70,443,10.64.105.102,2021,642,2997731,2017-11-01,development1,3,1101,0,0,0
