stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length,day,siptype,siplevel,sip_id,diptype,diplevel,dip_id
2017-11-14 08:11:24,2017-11-14 08:11:34,ftp,10.50.50.41,21,10.64.106.25,1783,1151,4728,2017-11-14,development2,4,1296,0,0,0
2017-11-14 08:31:54,2017-11-14 08:32:04,postgresql,10.50.50.41,5432,10.64.106.25,1783,180002418,526,2017-11-14,development2,4,1296,0,0,0
2017-11-14 08:32:04,2017-11-14 08:32:14,postgresql,10.50.50.41,5432,10.64.106.25,1783,4689,210004570,2017-11-14,development2,4,1296,0,0,0
2017-11-14 09:11:21,2017-11-14 09:11:31,tds,10.50.50.29,54238,10.64.106.25,1783,4412,5140,2017-11-14,development2,4,1296,0,0,0
2017-11-14 09:35:55,2017-11-14 09:36:05,sftp,10.50.50.28,22,10.64.106.25,1783,3651,6984,2017-11-14,development2,4,1296,0,0,0
2017-11-14 09:35:55,2017-11-14 09:36:05,sftp,10.50.50.28,22,10.64.106.25,1783,8716,90005451,2017-11-14,development2,4,1296,0,0,0
2017-11-14 09:36:05,2017-11-14 09:36:15,sftp,10.50.50.28,22,10.64.106.25,1783,8710,150003543,2017-11-14,development2,4,1296,0,0,0
2017-11-14 10:06:31,2017-11-14 10:07:17,http,10.50.50.28,443,10.64.106.25,1824,56335,1578404,2017-11-14,development2,4,1296,0,0,0
2017-11-14 10:06:56,2017-11-14 10:07:10,http,10.50.50.28,443,10.64.106.25,1849,89,904644,2017-11-14,development2,4,1296,0,0,0
2017-11-14 10:07:16,2017-11-14 10:08:07,http,10.50.50.28,443,10.64.106.25,1839,45018,3682284,2017-11-14,development2,4,1296,0,0,0
2017-11-14 10:08:16,2017-11-14 10:09:12,http,10.50.50.28,443,10.64.106.25,1848,127,3877342,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:07:37,2017-11-14 11:08:30,http,10.5.71.60,443,10.64.106.25,2103,1739,3324429,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:08:06,2017-11-14 11:08:37,http,10.5.71.60,443,10.64.106.25,2111,3846,2487973,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:08:12,2017-11-14 11:08:22,http,10.5.71.60,443,10.64.106.25,2189,359,3239388,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:08:33,2017-11-14 11:09:17,http,10.5.71.60,443,10.64.106.25,2240,1013,8467,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:08:39,2017-11-14 11:09:31,http,10.5.71.60,443,10.64.106.25,2130,54214,891005,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:09:08,2017-11-14 11:09:55,http,10.5.71.60,443,10.64.106.25,2162,66898,1084619,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:09:18,2017-11-14 11:09:46,http,10.5.71.60,443,10.64.106.25,2225,87295,1778616,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:09:53,2017-11-14 11:10:10,http,10.5.71.60,443,10.64.106.25,2211,30836,1262041,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:11:10,2017-11-14 11:11:15,http,10.5.71.60,443,10.64.106.25,2173,4201,942620,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:11:22,2017-11-14 11:11:32,ssh,10.50.50.26,22,10.64.106.25,1851,847,107,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:13:13,2017-11-14 11:13:50,http,10.5.71.60,443,10.64.106.25,2223,218,15339,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:19:33,2017-11-14 11:19:43,ssh,10.50.50.44,22,10.64.106.25,1851,4103,3695,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:20:37,2017-11-14 11:20:41,http,112.126.83.219,443,10.64.106.25,2262,9373,301089,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:21:08,2017-11-14 11:22:05,http,112.126.83.219,443,10.64.106.25,2276,5,1078398,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:22:04,2017-11-14 11:22:41,http,112.126.83.219,443,10.64.106.25,2290,9068,320196,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:30:11,2017-11-14 11:30:59,http,10.50.50.41,58900,10.64.106.25,1856,59754,60400,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:30:16,2017-11-14 11:30:16,http,10.50.50.41,58900,10.64.106.25,1887,13092,8938059,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:30:48,2017-11-14 11:31:14,http,10.50.50.41,58900,10.64.106.25,1934,1,260182,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:31:51,2017-11-14 11:32:17,http,10.50.50.41,58900,10.64.106.25,1933,79,85639,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:31:56,2017-11-14 11:32:10,http,10.50.50.41,58900,10.64.106.25,1897,12481,3884997,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:45:35,2017-11-14 11:45:45,ftp,10.50.50.31,21,10.64.106.25,1851,1129,4371,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:48:36,2017-11-14 11:49:12,http,10.50.50.29,443,10.64.106.25,2502,26868,279369,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:48:54,2017-11-14 11:49:40,http,10.50.50.29,443,10.64.106.25,2535,2222,1682015,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:49:08,2017-11-14 11:49:27,http,10.50.50.29,443,10.64.106.25,2530,15845,837637,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:49:09,2017-11-14 11:49:29,http,10.50.50.29,443,10.64.106.25,2614,32674,11811,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:51:18,2017-11-14 11:52:01,http,112.126.83.219,443,10.64.106.25,2046,22350,29941,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:51:24,2017-11-14 11:51:40,http,112.126.83.219,443,10.64.106.25,2061,1240,405367,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:51:26,2017-11-14 11:52:06,http,10.50.50.29,443,10.64.106.25,2541,36817,151260,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:51:34,2017-11-14 11:52:29,http,10.50.50.29,443,10.64.106.25,2590,3600,1633811,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:51:34,2017-11-14 11:52:27,http,112.126.83.219,443,10.64.106.25,2050,1683,1370340,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:55:17,2017-11-14 11:55:51,http,10.5.71.60,443,10.64.106.25,2367,3028,2090744,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:55:27,2017-11-14 11:56:05,http,10.5.71.60,443,10.64.106.25,2369,2248,2493299,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:55:59,2017-11-14 11:56:39,http,10.5.71.60,443,10.64.106.25,2392,18052,320888,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:56:03,2017-11-14 11:56:40,http,10.5.71.60,443,10.64.106.25,2399,600,4616,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:56:25,2017-11-14 11:56:50,http,10.5.71.60,443,10.64.106.25,2384,9457,1480173,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:56:33,2017-11-14 11:56:59,http,10.5.71.60,443,10.64.106.25,2474,901,1920704,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:57:41,2017-11-14 11:57:51,http,10.5.71.60,443,10.64.106.25,2427,5703,1313545,2017-11-14,development2,4,1296,0,0,0
2017-11-14 11:58:47,2017-11-14 11:58:49,http,10.5.71.60,443,10.64.106.25,2407,33064,458485,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:01:56,2017-11-14 12:01:57,http,10.5.71.60,443,10.64.106.25,2447,2016,1589599,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:10:15,2017-11-14 12:11:06,http,10.50.50.41,58900,10.64.106.25,1975,2312,9137,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:11:05,2017-11-14 12:11:58,http,10.50.50.41,58900,10.64.106.25,1988,181,515088,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:11:15,2017-11-14 12:12:12,http,10.50.50.41,58900,10.64.106.25,2023,11172,43516,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:11:38,2017-11-14 12:12:04,http,10.50.50.41,58900,10.64.106.25,2008,45925,918739,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:11:41,2017-11-14 12:11:52,http,10.50.50.41,58900,10.64.106.25,2009,24941,549740,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:37:56,2017-11-14 12:37:56,http,10.5.71.60,443,10.64.106.25,2625,9590,6941256,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:38:21,2017-11-14 12:38:46,http,10.5.71.60,443,10.64.106.25,2649,1030,163509,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:38:22,2017-11-14 12:38:56,http,10.5.71.60,443,10.64.106.25,2639,1410,1055106,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:38:42,2017-11-14 12:39:14,http,10.5.71.60,443,10.64.106.25,2674,1127,232006,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:39:09,2017-11-14 12:39:54,http,10.5.71.60,443,10.64.106.25,2647,48,1383976,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:39:18,2017-11-14 12:39:34,http,10.5.71.60,443,10.64.106.25,2727,12961,210446,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:39:36,2017-11-14 12:40:04,http,10.5.71.60,443,10.64.106.25,2697,3841,103655,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:39:45,2017-11-14 12:40:11,http,10.5.71.60,443,10.64.106.25,2735,32262,149205,2017-11-14,development2,4,1296,0,0,0
2017-11-14 12:40:01,2017-11-14 12:40:10,http,10.5.71.60,443,10.64.106.25,2650,34203,5231667,2017-11-14,development2,4,1296,0,0,0
2017-11-14 13:10:41,2017-11-14 13:11:39,http,10.5.71.60,443,10.64.106.25,2744,34,2692945,2017-11-14,development2,4,1296,0,0,0
2017-11-14 13:11:01,2017-11-14 13:11:53,http,10.5.71.60,443,10.64.106.25,2748,1322,3315218,2017-11-14,development2,4,1296,0,0,0
2017-11-14 13:11:54,2017-11-14 13:12:41,http,10.5.71.60,443,10.64.106.25,2782,14342,980967,2017-11-14,development2,4,1296,0,0,0
2017-11-14 13:12:35,2017-11-14 13:13:21,http,10.5.71.60,443,10.64.106.25,2825,1612,6279464,2017-11-14,development2,4,1296,0,0,0
