stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length,day,siptype,siplevel,sip_id,diptype,diplevel,dip_id
2017-11-15 07:59:07,2017-11-15 07:59:17,mongodb,10.50.50.28,8005,10.64.105.183,1626,4253,182,2017-11-15,development1,4,1254,0,0,0
2017-11-15 08:35:17,2017-11-15 08:35:27,ftp,10.50.50.26,21,10.64.105.183,1626,2228,2332,2017-11-15,development1,4,1254,0,0,0
2017-11-15 08:35:17,2017-11-15 08:35:27,ftp,10.50.50.26,21,10.64.105.183,1626,7462,120003376,2017-11-15,development1,4,1254,0,0,0
2017-11-15 08:35:27,2017-11-15 08:35:37,ftp,10.50.50.26,21,10.64.105.183,1626,71,150002572,2017-11-15,development1,4,1254,0,0,0
2017-11-15 08:57:49,2017-11-15 08:57:59,sftp,10.50.50.28,22,10.64.105.183,1626,923,9684,2017-11-15,development1,4,1254,0,0,0
2017-11-15 09:25:57,2017-11-15 09:26:07,ssh,10.50.50.26,22,10.64.105.183,1626,1876,8014,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:32:30,2017-11-15 11:33:01,http,198.199.103.225,8080,10.64.105.183,1905,42434,598031,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:32:40,2017-11-15 11:33:29,http,198.199.103.225,8080,10.64.105.183,1925,12702,2211192,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:32:48,2017-11-15 11:32:58,http,198.199.103.225,8080,10.64.105.183,1917,24161,342400,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:33:22,2017-11-15 11:34:15,http,198.199.103.225,8080,10.64.105.183,1923,25540,1309022,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:41:22,2017-11-15 11:41:32,ssh,10.50.50.28,22,10.64.105.183,1626,650,30001669,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:41:22,2017-11-15 11:41:32,ssh,10.50.50.28,22,10.64.105.183,1626,934,7451,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:52:28,2017-11-15 11:52:34,http,10.50.50.26,443,10.64.105.183,2117,137,268388,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:53:13,2017-11-15 11:53:16,http,10.50.50.26,443,10.64.105.183,2155,4778,7386745,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:53:18,2017-11-15 11:53:41,http,10.50.50.26,443,10.64.105.183,2189,4920,476851,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:53:18,2017-11-15 11:54:06,http,10.50.50.27,443,10.64.105.183,1628,12594,6302959,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:53:27,2017-11-15 11:53:45,http,10.50.50.26,443,10.64.105.183,2119,338,4016688,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:54:33,2017-11-15 11:55:15,http,10.50.50.26,443,10.64.105.183,2172,2698,333129,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:54:59,2017-11-15 11:55:12,http,10.50.50.27,443,10.64.105.183,1667,1254,4759162,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:55:05,2017-11-15 11:55:34,http,10.50.50.27,443,10.64.105.183,1721,2,6745708,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:55:18,2017-11-15 11:55:45,http,10.50.50.27,443,10.64.105.183,1741,17894,2220245,2017-11-15,development1,4,1254,0,0,0
2017-11-15 11:55:19,2017-11-15 11:56:04,http,10.50.50.27,443,10.64.105.183,1736,62653,142382,2017-11-15,development1,4,1254,0,0,0
