stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length,day,siptype,siplevel,sip_id,diptype,diplevel,dip_id
2017-11-22 08:24:51,2017-11-22 08:25:01,ssh,10.7.133.15,22,10.64.105.227,1588,4927,9328,2017-11-22,development3,4,1246,0,0,0
2017-11-22 08:25:01,2017-11-22 08:25:11,ssh,10.7.133.15,22,10.64.105.227,1588,90009581,5015,2017-11-22,development3,4,1246,0,0,0
2017-11-22 08:53:04,2017-11-22 08:53:14,sftp,10.50.50.26,22,10.64.105.227,1588,906,157,2017-11-22,development3,4,1246,0,0,0
2017-11-22 09:15:31,2017-11-22 09:15:41,postgresql,10.50.50.28,5432,10.64.105.227,1588,117,8192,2017-11-22,development3,4,1246,0,0,0
2017-11-22 09:55:03,2017-11-22 09:55:13,sftp,10.50.50.37,22,10.64.105.227,1588,2445,5232,2017-11-22,development3,4,1246,0,0,0
2017-11-22 09:55:03,2017-11-22 09:55:13,sftp,10.50.50.37,22,10.64.105.227,1588,7849,90006887,2017-11-22,development3,4,1246,0,0,0
2017-11-22 09:55:13,2017-11-22 09:55:23,sftp,10.50.50.37,22,10.64.105.227,1588,240001323,9954,2017-11-22,development3,4,1246,0,0,0
2017-11-22 09:55:33,2017-11-22 09:55:43,sftp,10.50.50.37,22,10.64.105.227,1588,60002510,9440,2017-11-22,development3,4,1246,0,0,0
2017-11-22 11:07:48,2017-11-22 11:08:07,http,122.246.3.111,80,10.64.105.227,1732,4472,4631325,2017-11-22,development3,4,1246,0,0,0
2017-11-22 11:17:30,2017-11-22 11:18:21,http,10.50.50.27,443,10.64.105.227,1670,2432,1246827,2017-11-22,development3,4,1246,0,0,0
2017-11-22 11:17:46,2017-11-22 11:17:48,http,10.50.50.27,443,10.64.105.227,1678,25456,1725277,2017-11-22,development3,4,1246,0,0,0
2017-11-22 11:18:20,2017-11-22 11:18:48,http,10.50.50.27,443,10.64.105.227,1677,9150,1975595,2017-11-22,development3,4,1246,0,0,0
2017-11-22 11:20:44,2017-11-22 11:21:32,http,10.7.133.15,80,10.64.105.227,1752,14076,2438560,2017-11-22,development3,4,1246,0,0,0
2017-11-22 11:20:58,2017-11-22 11:21:51,http,10.7.133.15,80,10.64.105.227,1777,4930,8652154,2017-11-22,development3,4,1246,0,0,0
2017-11-22 11:21:09,2017-11-22 11:21:17,http,10.7.133.15,80,10.64.105.227,1755,6622,2161854,2017-11-22,development3,4,1246,0,0,0
2017-11-22 11:22:31,2017-11-22 11:23:22,http,10.7.133.15,80,10.64.105.227,1780,58761,82100,2017-11-22,development3,4,1246,0,0,0
2017-11-22 11:36:18,2017-11-22 11:37:00,http,10.50.50.27,443,10.64.105.227,2208,1123,5836,2017-11-22,development3,4,1246,0,0,0
2017-11-22 11:36:22,2017-11-22 11:37:21,http,10.50.50.27,443,10.64.105.227,2281,43591,6256175,2017-11-22,development3,4,1246,0,0,0
2017-11-22 11:36:36,2017-11-22 11:36:44,http,10.50.50.27,443,10.64.105.227,2218,2817,2406501,2017-11-22,development3,4,1246,0,0,0
