stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length,day,siptype,siplevel,sip_id,diptype,diplevel,dip_id
2017-11-22 03:00:00,2017-11-22 03:11:59,smtp,10.5.71.60,25,10.1.4.17,49195,128,317,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:14:12,smtp,10.5.71.60,25,10.1.4.17,49191,170,217,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:13:48,smtp,10.5.71.60,25,10.1.4.17,49174,104,338,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:14:28,smtp,10.5.71.60,25,10.1.4.17,49215,117,368,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:19:31,smtp,10.5.71.60,25,10.1.4.17,49197,133,123,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:10:51,smtp,10.5.71.60,25,10.1.4.17,49196,141,218,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:15:59,smtp,10.5.71.60,25,10.1.4.17,49214,190,327,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:13:12,smtp,10.5.71.60,25,10.1.4.17,49182,110,256,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:14:28,smtp,10.5.71.60,25,10.1.4.17,49185,138,271,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:11:53,smtp,10.5.71.60,25,10.1.4.17,49261,138,256,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:15:31,smtp,10.5.71.60,25,10.1.4.17,49211,166,222,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:16:30,smtp,10.5.71.60,25,10.1.4.17,49182,199,375,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:10:36,smtp,10.5.71.60,25,10.1.4.17,49209,176,250,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:12:17,smtp,10.5.71.60,25,10.1.4.17,49219,102,344,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:17:45,smtp,10.5.71.60,25,10.1.4.17,49190,151,359,2017-11-22,0,0,0,0,0,0
2017-11-22 03:00:00,2017-11-22 03:11:02,smtp,10.5.71.60,25,10.1.4.17,49206,136,241,2017-11-22,0,0,0,0,0,0
2017-11-22 04:00:00,2017-11-22 04:11:42,smtp,10.5.71.60,25,10.1.4.17,49177,120,363,2017-11-22,0,0,0,0,0,0
2017-11-22 04:00:00,2017-11-22 04:11:08,smtp,10.5.71.60,25,10.1.4.17,49180,116,229,2017-11-22,0,0,0,0,0,0
2017-11-22 04:00:00,2017-11-22 04:11:09,smtp,10.5.71.60,25,10.1.4.17,49225,156,317,2017-11-22,0,0,0,0,0,0
2017-11-22 04:00:00,2017-11-22 04:15:26,smtp,10.5.71.60,25,10.1.4.17,49224,157,346,2017-11-22,0,0,0,0,0,0
2017-11-22 04:00:00,2017-11-22 04:14:27,smtp,10.5.71.60,25,10.1.4.17,49210,134,354,2017-11-22,0,0,0,0,0,0
2017-11-22 04:00:00,2017-11-22 04:17:17,smtp,10.5.71.60,25,10.1.4.17,49189,147,259,2017-11-22,0,0,0,0,0,0
2017-11-22 04:00:00,2017-11-22 04:14:47,smtp,10.5.71.60,25,10.1.4.17,49214,168,106,2017-11-22,0,0,0,0,0,0
2017-11-22 04:00:00,2017-11-22 04:12:14,smtp,10.5.71.60,25,10.1.4.17,49176,132,365,2017-11-22,0,0,0,0,0,0
2017-11-22 04:00:00,2017-11-22 04:11:22,smtp,10.5.71.60,25,10.1.4.17,49194,181,140,2017-11-22,0,0,0,0,0,0
2017-11-22 04:00:00,2017-11-22 04:12:25,smtp,10.5.71.60,25,10.1.4.17,49231,135,312,2017-11-22,0,0,0,0,0,0
2017-11-22 04:00:00,2017-11-22 04:18:28,smtp,10.5.71.60,25,10.1.4.17,49232,129,329,2017-11-22,0,0,0,0,0,0
2017-11-22 11:19:07,2017-11-22 11:34:33,smtp,10.5.71.60,25,10.1.4.17,48691,197,317,2017-11-22,0,0,0,0,0,0
2017-11-22 11:49:25,2017-11-22 12:06:21,smtp,10.5.71.60,25,10.1.4.17,34964,154,143,2017-11-22,0,0,0,0,0,0
2017-11-22 13:00:00,2017-11-22 13:15:20,smtp,10.5.71.60,25,10.1.4.17,39804,149,277,2017-11-22,0,0,0,0,0,0
2017-11-22 14:00:00,2017-11-22 14:17:55,smtp,10.5.71.60,25,10.1.4.17,15153,107,309,2017-11-22,0,0,0,0,0,0
2017-11-22 15:34:15,2017-11-22 15:50:06,smtp,10.5.71.60,25,10.1.4.17,39454,130,272,2017-11-22,0,0,0,0,0,0
2017-11-22 17:07:16,2017-11-22 17:22:20,smtp,10.5.71.60,25,10.1.4.17,31728,166,162,2017-11-22,0,0,0,0,0,0
2017-11-22 18:00:00,2017-11-22 18:18:24,smtp,10.5.71.60,25,10.1.4.17,24419,168,163,2017-11-22,0,0,0,0,0,0
2017-11-22 19:23:03,2017-11-22 19:35:34,smtp,10.5.71.60,25,10.1.4.17,49319,181,232,2017-11-22,0,0,0,0,0,0
