stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length,day,siptype,siplevel,sip_id,diptype,diplevel,dip_id
2017-11-28 08:09:10,2017-11-28 08:09:20,ftp,10.50.50.28,21,10.64.105.25,1708,2423,120008122,2017-11-28,development2,3,1154,0,0,0
2017-11-28 08:09:10,2017-11-28 08:09:20,ftp,10.50.50.28,21,10.64.105.25,1708,3361,7348,2017-11-28,development2,3,1154,0,0,0
2017-11-28 08:43:40,2017-11-28 08:43:50,sftp,10.50.50.28,22,10.64.105.25,1708,1860,6223,2017-11-28,development2,3,1154,0,0,0
2017-11-28 08:44:10,2017-11-28 08:44:20,sftp,10.50.50.28,22,10.64.105.25,1708,120004282,3765,2017-11-28,development2,3,1154,0,0,0
2017-11-28 09:18:11,2017-11-28 09:18:21,postgresql,10.50.50.26,5432,10.64.105.25,1708,95,2539,2017-11-28,development2,3,1154,0,0,0
2017-11-28 09:18:11,2017-11-28 09:18:21,postgresql,10.50.50.26,5432,10.64.105.25,1708,1492,90009124,2017-11-28,development2,3,1154,0,0,0
2017-11-28 09:18:21,2017-11-28 09:18:31,postgresql,10.50.50.26,5432,10.64.105.25,1708,9971,150004810,2017-11-28,development2,3,1154,0,0,0
2017-11-28 09:18:31,2017-11-28 09:18:41,postgresql,10.50.50.26,5432,10.64.105.25,1708,7583,240004183,2017-11-28,development2,3,1154,0,0,0
2017-11-28 09:18:41,2017-11-28 09:18:51,postgresql,10.50.50.26,5432,10.64.105.25,1708,240005905,8764,2017-11-28,development2,3,1154,0,0,0
2017-11-28 09:51:08,2017-11-28 09:51:18,sftp,10.50.50.37,22,10.64.105.25,1708,1429,8716,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:05:12,2017-11-28 11:05:22,ftp,10.50.50.28,21,10.64.105.25,1708,3858,3474,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:05:12,2017-11-28 11:05:22,ftp,10.50.50.28,21,10.64.105.25,1708,120005874,7548,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:05:22,2017-11-28 11:05:32,ftp,10.50.50.28,21,10.64.105.25,1708,120004013,9527,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:05:47,2017-11-28 11:06:30,http,10.5.71.60,443,10.64.105.25,1839,615,1564643,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:05:54,2017-11-28 11:06:24,http,10.5.71.60,443,10.64.105.25,1862,66833,1526580,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:25:02,2017-11-28 11:26:00,http,10.5.71.60,443,10.64.105.25,2407,4793,561139,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:25:29,2017-11-28 11:25:58,http,202.108.12.40,443,10.64.105.25,1877,44195,3574039,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:25:34,2017-11-28 11:25:51,http,202.108.12.40,443,10.64.105.25,1964,52,311503,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:25:34,2017-11-28 11:25:51,http,10.5.71.60,443,10.64.105.25,2451,16038,1013021,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:25:35,2017-11-28 11:26:34,http,10.5.71.60,443,10.64.105.25,2442,64,2223995,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:25:48,2017-11-28 11:26:19,http,202.108.12.40,443,10.64.105.25,1895,1258,6359,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:26:01,2017-11-28 11:26:03,http,10.5.71.60,443,10.64.105.25,2428,1893,5266939,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:26:05,2017-11-28 11:26:57,http,10.5.71.60,443,10.64.105.25,2480,2768,138255,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:26:12,2017-11-28 11:27:06,http,202.108.12.40,443,10.64.105.25,1887,9896,368050,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:26:33,2017-11-28 11:26:54,http,202.108.12.40,443,10.64.105.25,1904,14342,9262263,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:26:43,2017-11-28 11:26:54,http,10.5.71.60,443,10.64.105.25,2449,45482,6500286,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:26:52,2017-11-28 11:27:01,http,10.5.71.60,443,10.64.105.25,2462,22855,4872116,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:27:02,2017-11-28 11:27:10,http,10.5.71.60,443,10.64.105.25,1710,17675,90449,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:27:06,2017-11-28 11:27:36,http,202.108.12.40,443,10.64.105.25,1939,153,6996,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:27:26,2017-11-28 11:27:53,http,10.5.71.60,443,10.64.105.25,1755,8531,1739250,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:27:43,2017-11-28 11:28:08,http,10.5.71.60,443,10.64.105.25,2467,56895,1045607,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:27:52,2017-11-28 11:28:51,http,202.108.12.40,443,10.64.105.25,1913,380,866,2017-11-28,development2,3,1154,0,0,0
2017-11-28 11:29:16,2017-11-28 11:30:14,http,202.108.12.40,443,10.64.105.25,1938,25844,669212,2017-11-28,development2,3,1154,0,0,0
